name,number,dob,age,country,height,foot,contract,signed_from,signing_fee,position,market_value,season,team
Maximilian Rohr,31,1995-06-27,31,Deutschland,193.0,beidfüßig,30.06.2028,SC Paderborn 07,100000.0,Innenverteidiger,800000.0,2026,sv-07-elversberg
Florian Le Joncour,3,1995-02-03,31,Frankreich,193.0,links,30.06.2027,RWD Molenbeek,200000.0,Innenverteidiger,500000.0,2026,sv-07-elversberg
Luis Seifert,4,2004-01-26,22,Deutschland,188.0,rechts,30.06.2028,Hamburger SV II,,Innenverteidiger,200000.0,2026,sv-07-elversberg
Lasse Günther,21,2003-03-21,23,Deutschland,181.0,links,30.06.2030,FC Augsburg,300000.0,Linker Verteidiger,2500000.0,2026,sv-07-elversberg
Nicholas Mickelson,2,1999-07-24,27,Thailand,179.0,rechts,30.06.2027,Odense Boldklub,,Linker Verteidiger,1000000.0,2026,sv-07-elversberg
Felix Keidel,43,2003-06-14,23,Deutschland,178.0,rechts,30.06.2028,FC Ingolstadt 04,400000.0,Rechter Verteidiger,1200000.0,2026,sv-07-elversberg
Jan Gyamerah,30,1995-06-18,31,Ghana,184.0,rechts,30.06.2027,1.FC Kaiserslautern,,Rechter Verteidiger,700000.0,2026,sv-07-elversberg
Lukasz Poreba,8,2000-03-13,26,Polen,179.0,rechts,30.06.2029,Hamburger SV,1600000.0,Defensives Mittelfeld,2500000.0,2026,sv-07-elversberg
Amara Condé,6,1997-01-06,29,Deutschland,173.0,rechts,30.06.2028,SC Heerenveen,400000.0,Defensives Mittelfeld,900000.0,2026,sv-07-elversberg
Frederik Schmahl,17,2002-12-21,23,Deutschland,183.0,rechts,30.06.2027,TSG 1899 Hoffenheim II,,Zentrales Mittelfeld,750000.0,2026,sv-07-elversberg
Francis Onyeka,40,2007-04-29,19,Deutschland,186.0,links,30.06.2027,Bayer 04 Leverkusen,,Offensives Mittelfeld,10000000.0,2026,sv-07-elversberg
Noah Darvich,10,2006-09-25,19,Deutschland,184.0,links,30.06.2027,VfB Stuttgart,,Offensives Mittelfeld,4000000.0,2026,sv-07-elversberg
Maurice Krattenmacher,7,2005-08-11,20,Deutschland,180.0,beidfüßig,30.06.2030,FC Bayern München,,Linksaußen,3000000.0,2026,sv-07-elversberg
Tom Zimmerschied,29,1998-09-22,27,Deutschland,180.0,rechts,30.06.2029,SG Dynamo Dresden,400000.0,Linksaußen,1500000.0,2026,sv-07-elversberg
Filimon Gerezgiher,27,2000-07-04,26,Eritrea,183.0,links,30.06.2027,SGV Freiberg,,Linksaußen,250000.0,2026,sv-07-elversberg
Cole Campbell,39,2006-02-20,20,Vereinigte Staaten,170.0,links,30.06.2030,Borussia Dortmund,6000000.0,Rechtsaußen,5000000.0,2026,sv-07-elversberg
Lukas Petkov,25,2000-11-01,25,Bulgarien,183.0,rechts,30.06.2027,FC Augsburg,350000.0,Rechtsaußen,3000000.0,2026,sv-07-elversberg
Jason Ceka,11,1999-11-10,26,Deutschland,169.0,beidfüßig,30.06.2028,1.FC Magdeburg,,Rechtsaußen,800000.0,2026,sv-07-elversberg
Raif Adam,15,2005-09-07,20,Deutschland,188.0,links,30.06.2029,Hamburger SV II,650000.0,Rechtsaußen,500000.0,2026,sv-07-elversberg
David Mokwa,42,2004-05-03,22,Frankreich,180.0,rechts,30.06.2029,TSG 1899 Hoffenheim,1500000.0,Mittelstürmer,4000000.0,2026,sv-07-elversberg
Luca Pfeiffer,16,1996-08-20,29,Deutschland,196.0,rechts,30.06.2028,VfB Stuttgart,,Mittelstürmer,500000.0,2026,sv-07-elversberg
Luca Schnellbacher,24,1994-05-06,32,Deutschland,180.0,rechts,30.06.2028,Preußen Münster,,Mittelstürmer,500000.0,2026,sv-07-elversberg
Nahuel Noll,15,2003-03-17,23,Deutschland,191.0,beidfüßig,30.06.2027,TSG 1899 Hoffenheim,,Torwart,2000000.0,2026,sc-paderborn-07
Markus Schubert,1,1998-06-12,28,Deutschland,189.0,rechts,30.06.2028,Vitesse Arnheim,,Torwart,500000.0,2026,sc-paderborn-07
Florian Pruhs,31,2006-02-06,20,Deutschland,190.0,rechts,,SC Paderborn 07 U17,,Torwart,150000.0,2026,sc-paderborn-07
Mattes Hansen,22,2004-05-15,22,Deutschland,183.0,rechts,,FC Schalke 04 U19,,Innenverteidiger,2500000.0,2026,sc-paderborn-07
Tjark Scheller,25,2002-01-12,24,Deutschland,192.0,beidfüßig,,FC St. Pauli II,,Innenverteidiger,2500000.0,2026,sc-paderborn-07
Felix Götze,20,1998-02-11,28,Deutschland,185.0,rechts,,Rot-Weiss Essen,,Innenverteidiger,2000000.0,2026,sc-paderborn-07
Marcel Hoffmeier,33,1999-07-15,27,Deutschland,182.0,rechts,30.06.2028,Preußen Münster,,Innenverteidiger,1000000.0,2026,sc-paderborn-07
Nyamekye Awortwie-Grant,4,2000-08-07,25,Deutschland,193.0,rechts,,FC Energie Cottbus,,Innenverteidiger,400000.0,2026,sc-paderborn-07
Tristan Zobel,,2003-10-04,22,Deutschland,195.0,links,30.06.2028,SC Paderborn 07 II,,Innenverteidiger,225000.0,2026,sc-paderborn-07
Santiago Castañeda,5,2004-11-13,21,Vereinigte Staaten,191.0,rechts,30.06.2027,MSV Duisburg,,Defensives Mittelfeld,5000000.0,2026,sc-paderborn-07
Tom Baack,6,1999-03-13,27,Deutschland,186.0,rechts,,1.FC Nürnberg,,Defensives Mittelfeld,600000.0,2026,sc-paderborn-07
Mika Baur,14,2004-07-09,22,Deutschland,172.0,beidfüßig,,SC Freiburg II,100000.0,Zentrales Mittelfeld,5000000.0,2026,sc-paderborn-07
Sebastian Klaas,26,1998-06-30,28,Deutschland,180.0,beidfüßig,,VfL Osnabrück,,Zentrales Mittelfeld,900000.0,2026,sc-paderborn-07
Luka Duric,8,2003-06-18,23,Bosnien-Herzegowina,181.0,,,TSG 1899 Hoffenheim,250000.0,Zentrales Mittelfeld,800000.0,2026,sc-paderborn-07
Timur Gayret,44,1998-08-08,27,Deutschland,176.0,links,30.06.2029,SC Verl,,Zentrales Mittelfeld,450000.0,2026,sc-paderborn-07
Laurin Curda,17,2001-10-30,24,Deutschland,185.0,rechts,,TSG Balingen,,Rechtes Mittelfeld,3000000.0,2026,sc-paderborn-07
Jano ter Horst,21,2002-06-19,24,Deutschland,184.0,rechts,,Preußen Münster,200000.0,Rechtes Mittelfeld,1200000.0,2026,sc-paderborn-07
Clemens Lippmann,29,2006-06-29,20,Deutschland,183.0,rechts,,TSV 1860 München,,Rechtes Mittelfeld,400000.0,2026,sc-paderborn-07
Raphael Obermair,23,1996-04-01,30,Philippinen,182.0,rechts,30.06.2027,1.FC Magdeburg,,Linkes Mittelfeld,1200000.0,2026,sc-paderborn-07
Jonah Sticker,3,2004-05-08,22,Deutschland,180.0,rechts,,FC Viktoria Köln,,Linkes Mittelfeld,750000.0,2026,sc-paderborn-07
Niklas Mohr,24,2004-07-23,22,Deutschland,179.0,links,30.06.2028,SG Sonnenhof Großaspach,,Linkes Mittelfeld,500000.0,2026,sc-paderborn-07
Oliver Batista Meier,49,2001-02-16,25,Deutschland,180.0,rechts,,Preußen Münster,400000.0,Offensives Mittelfeld,1500000.0,2026,sc-paderborn-07
Nick Bätzner,9,2000-03-15,26,Deutschland,176.0,rechts,30.06.2028,SV Wehen Wiesbaden,,Linksaußen,500000.0,2026,sc-paderborn-07
Albert Millgramm,19,2004-11-12,21,Deutschland,,beidfüßig,,1.FC Magdeburg II,,Linksaußen,150000.0,2026,sc-paderborn-07
Ruben Müller,2,2005-08-24,20,Deutschland,179.0,rechts,,SC Freiburg II,50000.0,Rechtsaußen,1000000.0,2026,sc-paderborn-07
Sven Michel,11,1990-07-15,36,Deutschland,177.0,links,30.06.2027,FC Augsburg,300000.0,Rechtsaußen,300000.0,2026,sc-paderborn-07
Kennedy Okpala,10,2004-12-17,21,Deutschland,185.0,rechts,,SV Waldhof Mannheim,550000.0,Mittelstürmer,1500000.0,2026,sc-paderborn-07
Stefano Marino,30,2004-03-12,22,Deutschland,186.0,rechts,,Hannover 96 II,,Mittelstürmer,1000000.0,2026,sc-paderborn-07
Steffen Tigges,27,1998-07-31,28,Deutschland,194.0,links,30.06.2027,1.FC Köln,400000.0,Mittelstürmer,700000.0,2026,sc-paderborn-07
Lasse Eickel,32,2008-02-28,18,Deutschland,187.0,rechts,30.06.2031,SC Paderborn 07 II,,Mittelstürmer,150000.0,2026,sc-paderborn-07
