,unnamed:_0,name,number,dob,age,country,height,foot,contract,signed_from,signing_fee,position,market_value,season,team
317,317,Markus Kolke,25,1990-08-18,35,Deutschland,187.0,rechts,,FC Hansa Rostock,75000.0,Torwart,300000.0,2026,sv-werder-bremen
318,318,Stefan Smarkalev,37,2007-05-14,19,Bulgarien,188.0,rechts,2027-06-30,,,Torwart,150000.0,2026,sv-werder-bremen
319,319,Karim Coulibaly,31,2007-05-23,19,Deutschland,191.0,links,2029-06-30,SV Werder Bremen U19,,Innenverteidiger,28000000.0,2026,sv-werder-bremen
320,320,Marco Friedl,32,1998-03-16,28,Österreich,187.0,links,2028-06-30,FC Bayern München,3500000.0,Innenverteidiger,10000000.0,2026,sv-werder-bremen
321,321,Oskar Wójcik,3,2003-07-21,23,Polen,191.0,rechts,2031-06-30,Cracovia,3000000.0,Innenverteidiger,5000000.0,2026,sv-werder-bremen
322,322,Amos Pieper,5,1998-01-17,28,Deutschland,192.0,rechts,,Arminia Bielefeld,,Innenverteidiger,4000000.0,2026,sv-werder-bremen
323,323,Niklas Stark,4,1995-04-14,31,Deutschland,190.0,rechts,,Hertha BSC,,Innenverteidiger,2500000.0,2026,sv-werder-bremen
324,324,Julián Malatini,22,2001-05-31,25,Argentinien,191.0,rechts,,Defensa y Justicia,2000000.0,Innenverteidiger,2000000.0,2026,sv-werder-bremen
325,325,Mick Schmetgens,33,2007-09-09,18,Deutschland,190.0,rechts,2029-06-30,SV Werder Bremen II,,Innenverteidiger,700000.0,2026,sv-werder-bremen
326,326,Mats Heitmann,36,2006-02-11,20,Deutschland,195.0,,,SV Werder Bremen II,,Innenverteidiger,125000.0,2026,sv-werder-bremen
327,327,Felix Agu,27,1999-09-27,26,Nigeria,180.0,rechts,2027-06-30,VfL Osnabrück,,Linker Verteidiger,4500000.0,2026,sv-werder-bremen
328,328,Olivier Deman,2,2000-04-06,26,Belgien,181.0,links,2028-06-30,Cercle Brügge,4000000.0,Linker Verteidiger,3500000.0,2026,sv-werder-bremen
329,329,Mitchell Weiser,8,1994-04-21,32,Deutschland,177.0,rechts,2027-06-30,Bayer 04 Leverkusen,,Rechter Verteidiger,3000000.0,2026,sv-werder-bremen
330,330,Luca Höcker,35,2007-06-01,19,Deutschland,180.0,rechts,2029-06-30,SV Werder Bremen II,,Rechter Verteidiger,125000.0,2026,sv-werder-bremen
331,331,Senne Lynen,14,1999-02-19,27,Belgien,185.0,rechts,,Union Saint-Gilloise,2500000.0,Defensives Mittelfeld,8000000.0,2026,sv-werder-bremen
332,332,Skelly Alvero,28,2002-05-04,24,Frankreich,202.0,rechts,2028-06-30,Olympique Lyon,4750000.0,Defensives Mittelfeld,2000000.0,2026,sv-werder-bremen
333,333,Dariusz Stalmach,23,2005-12-08,20,Polen,182.0,rechts,,1.FC Magdeburg,,Defensives Mittelfeld,1500000.0,2026,sv-werder-bremen
334,334,Jens Stage,6,1996-11-08,29,Dänemark,187.0,rechts,2028-06-30,FC Kopenhagen,4000000.0,Zentrales Mittelfeld,14000000.0,2026,sv-werder-bremen
335,335,Romano Schmid,10,2000-01-27,26,Österreich,168.0,rechts,2027-06-30,FC Red Bull Salzburg,1000000.0,Offensives Mittelfeld,15000000.0,2026,sv-werder-bremen
336,336,Chuki,20,2004-04-29,22,Spanien,176.0,links,2030-06-30,Real Valladolid,,Offensives Mittelfeld,8000000.0,2026,sv-werder-bremen
337,337,Patrice Covic,24,2007-06-25,19,Kroatien,182.0,rechts,,SV Werder Bremen U19,,Offensives Mittelfeld,4000000.0,2026,sv-werder-bremen
338,338,Darwin Soylu,34,2007-03-23,19,Türkei,,links,,VfL Wolfsburg U19,,Offensives Mittelfeld,,2026,sv-werder-bremen
339,339,Samuel Mbangula,7,2004-01-16,22,Belgien,179.0,rechts,2030-06-30,Juventus Turin,10000000.0,Linksaußen,8000000.0,2026,sv-werder-bremen
340,340,Marco Grüll,17,1998-07-06,28,Österreich,181.0,beidfüßig,,SK Rapid Wien,,Linksaußen,4000000.0,2026,sv-werder-bremen
341,341,Justin Njinmah,11,2000-11-15,25,Deutschland,185.0,rechts,,SV Werder Bremen II,,Rechtsaußen,5000000.0,2026,sv-werder-bremen
342,342,Paul Erevbenagie,38,2007-08-19,18,Deutschland,,,,SV Werder Bremen II,,Rechtsaußen,125000.0,2026,sv-werder-bremen
343,343,Keke Topp,9,2004-03-25,22,Deutschland,192.0,rechts,2028-06-30,FC Schalke 04,2000000.0,Mittelstürmer,3000000.0,2026,sv-werder-bremen
344,344,Kenny Quetant,19,2006-07-17,20,Frankreich,189.0,rechts,2030-06-30,Le Havre AC,,Mittelstürmer,3000000.0,2026,sv-werder-bremen
345,345,Salim Musah,29,2006-02-22,20,Deutschland,198.0,rechts,,SV Werder Bremen U19,,Mittelstürmer,2000000.0,2026,sv-werder-bremen
346,346,Cedric Itten,26,1996-12-27,29,Schweiz,190.0,rechts,2029-06-30,Fortuna Düsseldorf,,Mittelstürmer,1800000.0,2026,sv-werder-bremen
347,347,Dawid Kownacki,21,1997-03-14,29,Polen,186.0,rechts,2027-06-30,Fortuna Düsseldorf,,Mittelstürmer,1500000.0,2026,sv-werder-bremen
348,348,Moritz Nicolas,1,1997-10-21,28,Deutschland,193.0,rechts,2029-06-30,Borussia Mönchengladbach II,,Torwart,8000000.0,2026,borussia-monchengladbach
349,349,Jan Olschowsky,23,2001-11-18,24,Deutschland,184.0,rechts,2027-06-30,Borussia Mönchengladbach II,,Torwart,450000.0,2026,borussia-monchengladbach
350,350,Daniel Batz,33,1991-01-12,35,Deutschland,191.0,beidfüßig,2029-06-30,1.FSV Mainz 05,,Torwart,350000.0,2026,borussia-monchengladbach
351,351,Tobias Sippel,21,1988-03-22,38,Deutschland,183.0,rechts,2027-06-30,1.FC Kaiserslautern,,Torwart,300000.0,2026,borussia-monchengladbach
352,352,Nico Elvedi,30,1996-09-30,29,Schweiz,189.0,rechts,2027-06-30,FC Zürich,4000000.0,Innenverteidiger,8000000.0,2026,borussia-monchengladbach
353,353,Kevin Diks,4,1996-10-06,29,Indonesien,186.0,rechts,2030-06-30,FC Kopenhagen,,Innenverteidiger,5000000.0,2026,borussia-monchengladbach
354,354,Fabio Chiarodia,2,2005-06-05,21,Italien,186.0,links,2028-06-30,SV Werder Bremen,2000000.0,Innenverteidiger,3000000.0,2026,borussia-monchengladbach
355,355,Jan Leszczyński,5,2007-04-12,19,Polen,191.0,beidfüßig,2030-06-30,Legia Warschau,3000000.0,Innenverteidiger,600000.0,2026,borussia-monchengladbach
356,356,Lukas Ullrich,26,2004-03-16,22,Deutschland,180.0,links,2029-06-30,Hertha BSC II,,Linker Verteidiger,6000000.0,2026,borussia-monchengladbach
357,357,David Herold,20,2003-02-20,23,Deutschland,185.0,links,2030-06-30,Karlsruher SC,3500000.0,Linker Verteidiger,4000000.0,2026,borussia-monchengladbach
358,358,Joe Scally,29,2002-12-31,23,Vereinigte Staaten,184.0,rechts,2027-06-30,New York City FC,1800000.0,Rechter Verteidiger,7000000.0,2026,borussia-monchengladbach
359,359,Yukhym Konoplya,22,1999-08-26,26,Ukraine,180.0,rechts,2029-06-30,Shakhtar Donetsk,,Rechter Verteidiger,5000000.0,2026,borussia-monchengladbach
360,360,Daiki Hashioka,14,1999-05-17,27,Japan,184.0,rechts,2027-06-30,SK Slavia Prag,,Rechter Verteidiger,1500000.0,2026,borussia-monchengladbach
361,361,Philipp Sander,16,1998-02-21,28,Deutschland,186.0,beidfüßig,2028-06-30,Holstein Kiel,1000000.0,Defensives Mittelfeld,4000000.0,2026,borussia-monchengladbach
362,362,Zento Uno,47,2003-11-20,22,Japan,176.0,rechts,2030-06-30,Shimizu S-Pulse,500000.0,Defensives Mittelfeld,1000000.0,2026,borussia-monchengladbach
363,363,Jens Castrop,17,2003-07-29,23,Südkorea,178.0,rechts,2029-06-30,1.FC Nürnberg,4500000.0,Zentrales Mittelfeld,10000000.0,2026,borussia-monchengladbach
364,364,Enzo Leopold,8,2000-07-23,26,Deutschland,174.0,rechts,2030-06-30,Hannover 96,,Zentrales Mittelfeld,4000000.0,2026,borussia-monchengladbach
365,365,Florian Neuhaus,10,1997-03-16,29,Deutschland,185.0,rechts,2027-06-30,TSV 1860 München,,Zentrales Mittelfeld,2500000.0,2026,borussia-monchengladbach
366,366,Wael Mohya,36,2008-12-31,17,Deutschland,179.0,beidfüßig,,Borussia Mönchengladbach U19,,Offensives Mittelfeld,17000000.0,2026,borussia-monchengladbach
367,367,Kevin Stöger,7,1993-08-27,32,Österreich,175.0,links,2027-06-30,VfL Bochum,,Offensives Mittelfeld,1800000.0,2026,borussia-monchengladbach
368,368,Robin Hack,25,1998-08-27,27,Deutschland,178.0,rechts,2029-06-30,Arminia Bielefeld,1100000.0,Linksaußen,7000000.0,2026,borussia-monchengladbach
369,369,Hugo Bolin,38,2003-07-24,23,Schweden,179.0,rechts,2030-06-30,Malmö FF,2000000.0,Linksaußen,6000000.0,2026,borussia-monchengladbach
370,370,Franck Honorat,9,1996-08-11,29,Frankreich,180.0,rechts,2029-06-30,Stade Brest 29,8000000.0,Rechtsaußen,7000000.0,2026,borussia-monchengladbach
371,371,Nathan Ngoumou,19,2000-03-14,26,Kamerun,185.0,rechts,2027-06-30,FC Toulouse,8000000.0,Rechtsaußen,3500000.0,2026,borussia-monchengladbach
372,372,Tim Kleindienst,11,1995-08-31,30,Deutschland,194.0,beidfüßig,2029-06-30,1.FC Heidenheim 1846,7000000.0,Mittelstürmer,8000000.0,2026,borussia-monchengladbach
373,373,Isac Lidberg,3,1998-09-08,27,Schweden,187.0,rechts,2030-06-30,SV Darmstadt 98,3500000.0,Mittelstürmer,5000000.0,2026,borussia-monchengladbach
374,374,Shuto Machino,18,1999-09-30,26,Japan,185.0,rechts,2029-06-30,Holstein Kiel,8000000.0,Mittelstürmer,4000000.0,2026,borussia-monchengladbach
375,375,Tomas Cvancara,31,2000-08-13,25,Tschechien,190.0,rechts,2028-06-30,AC Sparta Prag,10500000.0,Mittelstürmer,2000000.0,2026,borussia-monchengladbach
376,376,Marvin Schwäbe,1,1995-04-25,31,Deutschland,190.0,rechts,2027-06-30,Bröndby IF,,Torwart,3000000.0,2026,1-fc-koln
377,377,Ron-Robert Zieler,20,1989-02-12,37,Deutschland,188.0,rechts,2027-06-30,Hannover 96,200000.0,Torwart,500000.0,2026,1-fc-koln
378,378,Matthias Köbbing,44,1997-05-28,29,Deutschland,196.0,beidfüßig,2027-06-30,1.FC Köln II,,Torwart,100000.0,2026,1-fc-koln
379,379,Martin James,21,2008-02-14,18,Frankreich,186.0,,2029-06-30,Paris Saint-Germain Espoirs,,Torwart,,2026,1-fc-koln
380,380,Jahmai Simpson-Pusey,22,2005-11-04,20,England,187.0,rechts,2030-06-30,Manchester City U21,6000000.0,Innenverteidiger,9000000.0,2026,1-fc-koln
381,381,Rav van den Berg,33,2004-07-07,22,Niederlande,191.0,rechts,2030-06-30,FC Middlesbrough,8000000.0,Innenverteidiger,7000000.0,2026,1-fc-koln
382,382,Joël Schmied,2,1998-09-23,27,Schweiz,188.0,rechts,2029-06-30,FC Sion,2500000.0,Innenverteidiger,3000000.0,2026,1-fc-koln
383,383,Julian Pauli,3,2005-07-18,21,Deutschland,190.0,rechts,2028-06-30,1.FC Köln U19,,Innenverteidiger,2500000.0,2026,1-fc-koln
384,384,Luka Lochoshvili,24,1998-05-29,28,Georgien,192.0,links,2029-06-30,1.FC Nürnberg,4900000.0,Innenverteidiger,2500000.0,2026,1-fc-koln
385,385,Timo Hübers,4,1996-07-20,30,Deutschland,190.0,rechts,2027-06-30,Hannover 96,,Innenverteidiger,1500000.0,2026,1-fc-koln
386,386,Elias Bakatukanda,,2004-04-13,22,DR Kongo,195.0,beidfüßig,2028-06-30,1.FC Köln U19,,Innenverteidiger,300000.0,2026,1-fc-koln
387,387,Gideon Mensah,14,1998-07-18,28,Ghana,178.0,links,2028-06-30,AJ Auxerre,,Linker Verteidiger,4000000.0,2026,1-fc-koln
388,388,Sebastian Sebulonsen,28,2000-01-27,26,Norwegen,187.0,rechts,2028-06-30,Bröndby IF,2500000.0,Rechter Verteidiger,5500000.0,2026,1-fc-koln
389,389,Tom Krauß,5,2001-06-22,25,Deutschland,182.0,rechts,2029-06-30,1.FSV Mainz 05,3500000.0,Defensives Mittelfeld,4500000.0,2026,1-fc-koln
390,390,Paul Okon-Engstler,23,2005-01-24,21,Australien,185.0,links,2030-06-30,Sydney FC,1750000.0,Defensives Mittelfeld,1200000.0,2026,1-fc-koln
391,391,Ísak Jóhannesson,8,2003-03-23,23,Island,184.0,links,2030-06-30,Fortuna Düsseldorf,5500000.0,Zentrales Mittelfeld,8000000.0,2026,1-fc-koln
392,392,Alessio Castro-Montes,17,1997-05-17,29,Belgien,175.0,rechts,2028-06-30,Union Saint-Gilloise,2000000.0,Rechtes Mittelfeld,2500000.0,2026,1-fc-koln
393,393,Said El Mala,13,2006-08-26,19,Deutschland,187.0,beidfüßig,2030-06-30,FC Viktoria Köln,2230000.0,Linksaußen,45000000.0,2026,1-fc-koln
394,394,Linton Maina,37,1999-06-23,27,Deutschland,180.0,rechts,,Hannover 96,,Linksaußen,3000000.0,2026,1-fc-koln
395,395,Marius Bülter,30,1993-03-29,33,Deutschland,188.0,rechts,2027-06-30,TSG 1899 Hoffenheim,1000000.0,Linksaußen,1800000.0,2026,1-fc-koln
396,396,Reigan Heskey,11,2008-01-19,18,England,184.0,rechts,2031-06-30,Manchester City U21,2000000.0,Linksaußen,,2026,1-fc-koln
397,397,Jan Thielmann,29,2002-05-26,24,Deutschland,178.0,rechts,2028-06-30,1.FC Köln U19,,Rechtsaußen,5000000.0,2026,1-fc-koln
398,398,Youssoupha Niang,38,2006-03-25,20,Deutschland,185.0,rechts,2027-06-30,1.FC Köln II,,Rechtsaußen,2000000.0,2026,1-fc-koln
399,399,Ragnar Ache,9,1998-07-28,28,Deutschland,183.0,rechts,2029-06-30,1.FC Kaiserslautern,4500000.0,Mittelstürmer,9000000.0,2026,1-fc-koln
400,400,Luca Waldschmidt,7,1996-05-19,30,Deutschland,181.0,links,2027-06-30,VfL Wolfsburg,,Mittelstürmer,2000000.0,2026,1-fc-koln
401,401,Imad Rondic,,1999-02-16,27,Bosnien-Herzegowina,190.0,links,2029-06-30,Widzew Lodz,1500000.0,Mittelstürmer,750000.0,2026,1-fc-koln
402,402,Malek El Mala,19,2005-04-02,21,Deutschland,194.0,rechts,2030-06-30,FC Viktoria Köln,125000.0,Mittelstürmer,250000.0,2026,1-fc-koln
403,403,Frederik Rönnow,1,1992-08-04,34,Dänemark,188.0,rechts,,Eintracht Frankfurt,1000000.0,Torwart,2000000.0,2026,1-fc-union-berlin
404,404,Matheo Raab,31,1998-12-18,27,Deutschland,186.0,rechts,,Hamburger SV,400000.0,Torwart,600000.0,2026,1-fc-union-berlin
405,405,Carl Klaus,25,1994-01-16,32,Deutschland,189.0,rechts,,1.FC Nürnberg,,Torwart,350000.0,2026,1-fc-union-berlin
406,406,Leopold Querfeld,14,2003-12-20,22,Österreich,190.0,rechts,,SK Rapid Wien,3000000.0,Innenverteidiger,20000000.0,2026,1-fc-union-berlin
407,407,Zeno Van Den Bosch,4,2003-07-06,23,Belgien,191.0,rechts,,Royal Antwerpen FC,,Innenverteidiger,6000000.0,2026,1-fc-union-berlin
408,408,Stanley Nsoki,34,1999-04-09,27,Frankreich,184.0,links,,TSG 1899 Hoffenheim,1500000.0,Innenverteidiger,2000000.0,2026,1-fc-union-berlin
409,409,Marvin Friedrich,5,1995-12-13,30,Deutschland,193.0,rechts,,Borussia Mönchengladbach,,Innenverteidiger,1800000.0,2026,1-fc-union-berlin
410,410,Oluwaseun Ogbemudia,41,2006-07-18,20,Deutschland,188.0,rechts,2029-06-30,1.FC Union Berlin U19,,Innenverteidiger,800000.0,2026,1-fc-union-berlin
411,411,Tom Rothe,15,2004-10-29,21,Deutschland,193.0,links,,Borussia Dortmund,5000000.0,Linker Verteidiger,10000000.0,2026,1-fc-union-berlin
412,412,Derrick Köhn,39,1999-02-04,27,Ghana,180.0,links,2029-06-30,Galatasaray,4000000.0,Linker Verteidiger,4000000.0,2026,1-fc-union-berlin
413,413,Andrik Markgraf,3,2006-03-07,20,Deutschland,172.0,links,,1.FC Union Berlin U19,,Linker Verteidiger,300000.0,2026,1-fc-union-berlin
414,414,Josip Juranovic,18,1995-08-16,30,Kroatien,173.0,rechts,,Celtic Glasgow,8550000.0,Rechter Verteidiger,2000000.0,2026,1-fc-union-berlin
415,415,Christopher Trimmel,28,1987-02-24,39,Österreich,189.0,rechts,2027-06-30,SK Rapid Wien,,Rechter Verteidiger,600000.0,2026,1-fc-union-berlin
416,416,Aljoscha Kemlein,6,2004-08-02,22,Deutschland,188.0,rechts,2029-06-30,1.FC Union Berlin U19,,Defensives Mittelfeld,12000000.0,2026,1-fc-union-berlin
417,417,Rani Khedira,8,1994-01-27,32,Tunesien,188.0,rechts,,FC Augsburg,,Defensives Mittelfeld,2000000.0,2026,1-fc-union-berlin
418,418,Tim Blaszczak,44,2007-08-25,18,Deutschland,,,,1.FC Union Berlin U19,,Defensives Mittelfeld,,2026,1-fc-union-berlin
419,419,András Schäfer,13,1999-04-13,27,Ungarn,178.0,rechts,2027-06-30,DAC Dunajska Streda,1000000.0,Zentrales Mittelfeld,4500000.0,2026,1-fc-union-berlin
420,420,Janik Haberer,19,1994-04-02,32,Deutschland,187.0,rechts,2027-06-30,SC Freiburg,,Zentrales Mittelfeld,2000000.0,2026,1-fc-union-berlin
421,421,Robert Skov,24,1996-05-20,30,Dänemark,185.0,links,,Vereinslos,,Linkes Mittelfeld,2000000.0,2026,1-fc-union-berlin
422,422,Woo-yeong Jeong,11,1999-09-20,26,Südkorea,179.0,rechts,,VfB Stuttgart,4000000.0,Offensives Mittelfeld,3500000.0,2026,1-fc-union-berlin
423,423,Livan Burcu,9,2004-09-28,21,Türkei,180.0,rechts,,SV Sandhausen,300000.0,Linksaußen,4000000.0,2026,1-fc-union-berlin
424,424,Linus Güther,49,2010-04-08,16,Deutschland,175.0,rechts,2028-06-30,1.FC Union Berlin U19,,Linksaußen,1000000.0,2026,1-fc-union-berlin
425,425,Julien Friedrich,38,2006-11-12,19,Deutschland,176.0,links,,1.FC Union Berlin U19,,Linksaußen,125000.0,2026,1-fc-union-berlin
426,426,Ilyas Ansah,10,2004-11-08,21,Deutschland,197.0,rechts,,SC Paderborn 07,4000000.0,Mittelstürmer,12000000.0,2026,1-fc-union-berlin
427,427,Emmanuel Latte Lath,29,1999-01-01,27,Elfenbeinküste,176.0,rechts,2027-06-30,Atlanta United FC,,Mittelstürmer,10000000.0,2026,1-fc-union-berlin
428,428,Andrej Ilic,23,2000-04-03,26,Serbien,189.0,rechts,2027-06-30,LOSC Lille,5000000.0,Mittelstürmer,9000000.0,2026,1-fc-union-berlin
429,429,Oliver Burke,7,1997-04-07,29,Schottland,188.0,rechts,2029-06-30,SV Werder Bremen,,Mittelstürmer,3000000.0,2026,1-fc-union-berlin
430,430,Marin Ljubicic,27,2002-02-28,24,Kroatien,183.0,rechts,,LASK,4500000.0,Mittelstürmer,2000000.0,2026,1-fc-union-berlin
431,431,Tim Skarke,21,1996-09-07,29,Deutschland,181.0,rechts,,SV Darmstadt 98,,Mittelstürmer,1500000.0,2026,1-fc-union-berlin
432,432,Dmytro Bogdanov,30,2007-03-06,19,Ukraine,188.0,rechts,2029-06-30,SG Dynamo Dresden,600000.0,Mittelstürmer,800000.0,2026,1-fc-union-berlin
433,433,Mekhi Gray,32,2007-02-19,19,Jamaika,197.0,rechts,,1.FC Union Berlin U19,,Mittelstürmer,,2026,1-fc-union-berlin
434,434,Sander Tangvik,12,2002-11-29,23,Norwegen,193.0,rechts,2030-06-30,Rosenborg BK,2600000.0,Torwart,3000000.0,2026,hamburger-sv
435,435,Daniel Heuer Fernandes,1,1992-11-13,33,Portugal,188.0,rechts,2028-06-30,SV Darmstadt 98,1300000.0,Torwart,1200000.0,2026,hamburger-sv
436,436,Fernando Dickes,41,2007-10-13,18,Deutschland,193.0,links,2028-06-30,RB Leipzig U19,,Torwart,300000.0,2026,hamburger-sv
437,437,Nicolás Capaldo,24,1998-09-14,27,Argentinien,177.0,rechts,2028-06-30,FC Red Bull Salzburg,2100000.0,Innenverteidiger,8000000.0,2026,hamburger-sv
438,438,Warmed Omari,17,2000-04-23,26,Komoren,188.0,rechts,2030-06-30,FC Stade Rennes,2000000.0,Innenverteidiger,4000000.0,2026,hamburger-sv
439,439,Jordan Torunarigha,23,1997-08-07,28,Nigeria,191.0,links,2028-06-30,KAA Gent,,Innenverteidiger,4000000.0,2026,hamburger-sv
440,440,Daniel Elfadli,8,1997-04-06,29,Libyen,188.0,rechts,2028-06-30,1.FC Magdeburg,800000.0,Innenverteidiger,3000000.0,2026,hamburger-sv
441,441,Shafiq Nandja,43,2007-01-15,19,Deutschland,195.0,rechts,,Hamburger SV II,,Innenverteidiger,500000.0,2026,hamburger-sv
442,442,Joel Agyekum,39,2005-03-08,21,Deutschland,190.0,links,,Hamburger SV II,,Innenverteidiger,150000.0,2026,hamburger-sv
443,443,Miro Muheim,28,1998-03-24,28,Schweiz,182.0,links,2027-06-30,FC St. Gallen 1879,1500000.0,Linker Verteidiger,5000000.0,2026,hamburger-sv
444,444,Louis Lemke,37,2009-10-08,16,Deutschland,,links,2028-06-30,,,Linker Verteidiger,300000.0,2026,hamburger-sv
445,445,Nicolai Remberg,21,2000-06-19,26,Deutschland,188.0,rechts,2028-06-30,Holstein Kiel,2400000.0,Defensives Mittelfeld,9000000.0,2026,hamburger-sv
446,446,Kofi Amoako,22,2005-05-06,21,Deutschland,186.0,rechts,,SG Dynamo Dresden,1800000.0,Defensives Mittelfeld,4000000.0,2026,hamburger-sv
447,447,Albert Sambi Lokonga,6,1999-10-22,26,Belgien,183.0,rechts,2028-06-30,FC Arsenal,300000.0,Zentrales Mittelfeld,12000000.0,2026,hamburger-sv
448,448,Bilal Nadir,4,2003-11-28,22,Marokko,186.0,links,2029-06-30,Olympique Marseille,,Zentrales Mittelfeld,8000000.0,2026,hamburger-sv
449,449,Martin Adeline,5,2003-12-02,22,Frankreich,180.0,rechts,2030-06-30,ESTAC Troyes,4000000.0,Offensives Mittelfeld,10000000.0,2026,hamburger-sv
450,450,Albert Grønbaek,11,2001-05-23,25,Dänemark,181.0,rechts,2030-06-30,FC Stade Rennes,4700000.0,Offensives Mittelfeld,5000000.0,2026,hamburger-sv
451,451,Immanuel Pherai,10,2001-04-25,25,Suriname,175.0,rechts,2027-06-30,Eintracht Braunschweig,750000.0,Offensives Mittelfeld,1500000.0,2026,hamburger-sv
452,452,Mads Bröcker,47,2008-06-03,18,Deutschland,185.0,,2030-06-30,RB Leipzig U19,,Offensives Mittelfeld,,2026,hamburger-sv
453,453,Alexander Røssing-Lelesiit,38,2007-01-20,19,Norwegen,184.0,rechts,2030-06-30,Lillestrøm SK,2800000.0,Linksaußen,5000000.0,2026,hamburger-sv
454,454,Fábio Baldé,45,2005-07-20,21,Portugal,182.0,rechts,2029-06-30,Hamburger SV U19,,Linksaußen,5000000.0,2026,hamburger-sv
455,455,Jean-Luc Dompé,7,1995-08-12,30,Frankreich,170.0,rechts,2027-06-30,Zulte Waregem,1100000.0,Linksaußen,2500000.0,2026,hamburger-sv
456,456,Finn Barkowsky,,2008-02-12,18,Deutschland,,rechts,,Hamburger SV U19,,Linksaußen,,2026,hamburger-sv
457,457,Rayan Philippe,14,2000-10-23,25,Frankreich,182.0,links,2029-06-30,Eintracht Braunschweig,3000000.0,Rechtsaußen,4000000.0,2026,hamburger-sv
458,458,Emir Sahiti,29,1998-11-29,27,Kosovo,184.0,rechts,2027-06-30,HNK Hajduk Split,1200000.0,Rechtsaußen,1700000.0,2026,hamburger-sv
459,459,Bakery Jatta,18,1998-06-06,28,Gambia,184.0,rechts,2029-06-30,Vereinslos,,Rechtsaußen,1000000.0,2026,hamburger-sv
460,460,Otto Stange,19,2007-02-09,19,Deutschland,187.0,rechts,2028-06-30,Hamburger SV II,,Mittelstürmer,4000000.0,2026,hamburger-sv
461,461,Patson Daka,27,1998-10-09,27,Sambia,183.0,rechts,2027-06-30,Leicester City,,Mittelstürmer,3000000.0,2026,hamburger-sv
462,462,Yussuf Poulsen,15,1994-06-15,32,Dänemark,192.0,rechts,2027-06-30,RB Leipzig,1000000.0,Mittelstürmer,1000000.0,2026,hamburger-sv
463,463,Loris Karius,1,1993-06-22,33,Deutschland,191.0,rechts,2028-06-30,Vereinslos,,Torwart,800000.0,2026,fc-schalke-04
464,464,Kevin Müller,22,1991-03-15,35,Deutschland,190.0,rechts,,1.FC Heidenheim 1846,50000.0,Torwart,300000.0,2026,fc-schalke-04
465,465,Johannes Siebeking,36,2006-03-02,20,Deutschland,195.0,links,2029-06-30,FC Schalke 04 U19,,Torwart,125000.0,2026,fc-schalke-04
466,466,Mertcan Ayhan,43,2006-09-08,19,Türkei,190.0,rechts,2030-06-30,FC Schalke 04 U19,,Innenverteidiger,8000000.0,2026,fc-schalke-04
467,467,Maximilian Wöber,39,1998-02-04,28,Österreich,188.0,links,2027-06-30,Leeds United,,Innenverteidiger,3000000.0,2026,fc-schalke-04
468,468,Hasan Kuruçay,4,1997-08-31,28,Türkei,188.0,rechts,2027-06-30,Oud-Heverlee Leuven,,Innenverteidiger,2000000.0,2026,fc-schalke-04
469,469,Nikola Katic,25,1996-10-10,29,Bosnien-Herzegowina,194.0,rechts,2028-06-30,FC Zürich,450000.0,Innenverteidiger,1800000.0,2026,fc-schalke-04
470,470,Timo Becker,5,1997-03-25,29,Deutschland,190.0,rechts,2029-06-30,Holstein Kiel,,Innenverteidiger,1500000.0,2026,fc-schalke-04
471,471,Dylan Leonard,3,2007-08-30,18,Australien,187.0,rechts,2030-06-30,Vereinslos,,Innenverteidiger,400000.0,2026,fc-schalke-04
472,472,Robin Gosens,8,1994-07-05,32,Deutschland,183.0,links,2027-06-30,AC Florenz,,Linker Verteidiger,4000000.0,2026,fc-schalke-04
473,473,Vitalie Becker,33,2005-03-03,21,Deutschland,179.0,links,2027-06-30,FC Schalke 04 U19,,Linker Verteidiger,3000000.0,2026,fc-schalke-04
474,474,Anton Donkor,30,1997-11-11,28,Deutschland,186.0,beidfüßig,2027-06-30,Eintracht Braunschweig,,Linker Verteidiger,400000.0,2026,fc-schalke-04
475,475,Adrian Gantenbein,17,2001-04-18,25,Schweiz,183.0,rechts,2028-06-30,FC Winterthur,300000.0,Rechter Verteidiger,900000.0,2026,fc-schalke-04
476,476,Dejan Ljubicic,21,1997-10-08,28,Österreich,187.0,rechts,2028-06-30,GNK Dinamo Zagreb,750000.0,Defensives Mittelfeld,3000000.0,2026,fc-schalke-04
477,477,Ron Schallenberg,6,1998-10-06,27,Deutschland,185.0,rechts,2027-06-30,SC Paderborn 07,2000000.0,Defensives Mittelfeld,2000000.0,2026,fc-schalke-04
478,478,Satoshi Tanaka,13,2002-08-13,23,Japan,175.0,links,2030-06-30,Fortuna Düsseldorf,1000000.0,Defensives Mittelfeld,2000000.0,2026,fc-schalke-04
479,479,Max Grüger,37,2005-05-24,21,Deutschland,186.0,rechts,2028-06-30,FC Schalke 04 U19,,Defensives Mittelfeld,1200000.0,2026,fc-schalke-04
480,480,Luca Vozar,38,2007-05-06,19,Deutschland,,links,,FC Schalke 04 U19,,Defensives Mittelfeld,,2026,fc-schalke-04
481,481,Soufiane El-Faouzi,23,2002-07-13,24,Marokko,178.0,rechts,2030-06-30,Alemannia Aachen,200000.0,Zentrales Mittelfeld,9000000.0,2026,fc-schalke-04
482,482,Janik Bachmann,14,1996-05-06,30,Deutschland,196.0,rechts,2027-06-30,FC Hansa Rostock,,Zentrales Mittelfeld,500000.0,2026,fc-schalke-04
